user_id,author,linkOfAuthorProfile,desc,followers
rantlab,Brian Williams,https://towardsdatascience.com/@rantlab?source=collection_archive---------11-----------------------,"Machine learning practitioner, software engineer, lover of well designed things. I solve technical problems in the service of better user experience.",74
labeeb_ibrahim,Labeeb Ibrahim,https://towardsdatascience.com/@labeeb_ibrahim?source=collection_archive---------12-----------------------,Data Scientist at ULTS,95
Cambridge_Spark,Cambridge Spark,https://towardsdatascience.com/@Cambridge_Spark?source=collection_archive---------15-----------------------,Data Science Specialists,1100
theapemachine,Ape Machine,https://towardsdatascience.com/@theapemachine?source=collection_archive---------0-----------------------,"I am an independent A.I. researcher, writing about philosophical, and practical implementations of A.I. Visit my website ",719
mikeharrisny,Michael Harris,https://towardsdatascience.com/@mikeharrisny?source=collection_archive---------2-----------------------,,0
ruhayel,Tanbal تنبل,https://towardsdatascience.com/@ruhayel?source=collection_archive---------0-----------------------,Je veux du bonheur! فلسطين، أنت امي، أبي و أختي. Pickled in the brine of life.,55
yongshengsoh,Soh Yong Sheng,https://towardsdatascience.com/@yongshengsoh?source=collection_archive---------5-----------------------,,16
mayank408,Mayank Tripathi,https://towardsdatascience.com/@mayank408?source=collection_archive---------6-----------------------,"Stuck at Local Minima, now trying to Converge",474
thommash,Thommas R. Hetlevik,https://towardsdatascience.com/@thommash?source=collection_archive---------7-----------------------,"Data Warehouse Architect at BRAbank with expertise in designing and developing solutions for analysis, reporting, data flow and data warehousing.",28
__tomcusack,Tom Cusack-Huang,https://towardsdatascience.com/@__tomcusack?source=collection_archive---------1-----------------------,Data Scientist in the Banking Sector,220
jdiossantos,Juan De Dios Santos,https://towardsdatascience.com/@jdiossantos?source=collection_archive---------2-----------------------,"Data storyteller. Also, I like Pokemon. ",743
sachin-abeywardana,Sachin Abeywardana,https://towardsdatascience.com/@sachin-abeywardana?source=collection_archive---------3-----------------------,,0
shiyuzhu,Shiyu Zhu,https://towardsdatascience.com/@shiyuzhu?source=collection_archive---------4-----------------------,"Product Manager @ Zendesk | Passionate about building great software products, eating nommy food and meeting new people",59
walkerharrison1000,Walker Harrison,https://towardsdatascience.com/@walkerharrison1000?source=collection_archive---------8-----------------------,,472
jthassel,Joseph T. Hasselmann,https://towardsdatascience.com/@jthassel?source=collection_archive---------9-----------------------,,0
edezhic,Egor Dezhic,https://towardsdatascience.com/@edezhic?source=collection_archive---------10-----------------------,,0
alpha_politik,Hiram Mac,https://towardsdatascience.com/@alpha_politik?source=collection_archive---------11-----------------------,Restaurants and airplanes. Enough said.,20
datitran,Dat Tran,https://towardsdatascience.com/@datitran?source=collection_archive---------0-----------------------,Head of AI @ Axel Springer AI. Part of AS Ideas Engineering (,6100
albamus,Marcin Tustin,https://towardsdatascience.com/@albamus?source=collection_archive---------7-----------------------,Data Engineering and Lean DevOps consultant — email ,270
IgorCarron,Igor Carron,https://towardsdatascience.com/@IgorCarron?source=collection_archive---------8-----------------------,"CEO LightOn , Co-organizer Paris Machine Learning Meetups #MLParis . Runs the Nuit-Blanche blog.",971
andrewtch,Andrew Tch,https://towardsdatascience.com/@andrewtch?source=collection_archive---------1-----------------------,,0
americast,Sayan Sinha,https://towardsdatascience.com/@americast?source=collection_archive---------2-----------------------,IIT Kharagpur | Machine learning and open source enthusiast | ,0
DataLady,Shir Meir Lador,https://towardsdatascience.com/@DataLady?source=collection_archive---------3-----------------------,Data science group manager,946
deepak.gulati,Deepak Gulati,https://towardsdatascience.com/@deepak.gulati?source=collection_archive---------4-----------------------,I love making things. Currently living in Amsterdam.,76
ekshakhs,Nishant Sinha,https://towardsdatascience.com/@ekshakhs?source=collection_archive---------5-----------------------,"Researcher, Consultant, Educator | Deep Learning, Reasoning | OffNote Labs, ex-IBM Research, Carnegie Mellon | nishant at ",166
nixalo,Wayne Polatkan,https://towardsdatascience.com/@nixalo?source=collection_archive---------7-----------------------,twt:@wnixalo,107
mbahl,Manish Bahl,https://towardsdatascience.com/@mbahl?source=collection_archive---------8-----------------------,"Regional Head, Center for the Future of Work, Asia-Pacific @Cognizant | Storyteller | Keynote Speaker | Strategist | Leadership | Writer | Futurist",267
javierluna,Javier Luna,https://towardsdatascience.com/@javierluna?source=collection_archive---------11-----------------------,"Writing on Tech. Photographer. Made in Buenos Aires, living in Germany.",20
samsniderheld,Sam Snider-Held,https://towardsdatascience.com/@samsniderheld?source=collection_archive---------2-----------------------,"I’m a creative technologist working at MediaMonks, focusing on the intersection of AR, VR, AI, UX, and Creativity.",224
siavash_37715,Siavash Fahimi,https://towardsdatascience.com/@siavash_37715?source=collection_archive---------3-----------------------,,185
sotelo.d.a,Dave Sotelo,https://towardsdatascience.com/@sotelo.d.a?source=collection_archive---------4-----------------------,"Using data to solve the worlds problems, one tab-delimited table at a time.",61
Murat_Vurucu,Murat Vurucu,https://towardsdatascience.com/@Murat_Vurucu?source=collection_archive---------0-----------------------,Managing Director at ,0
heynky,Hank Stoever,https://towardsdatascience.com/@heynky?source=collection_archive---------5-----------------------,Software Engineer @KadenzeOfficial,118
roszcz,Tomek Ro,https://towardsdatascience.com/@roszcz?source=collection_archive---------6-----------------------,"Research scientist at EPR & Filestack. Deep learning applications for modeling of non-stationary processes, non-probabilistic quantum mechanics and sound.",186
chenjing.claire,Chenjing.Claire,https://towardsdatascience.com/@chenjing.claire?source=collection_archive---------8-----------------------,"TikTok PM, based in Shanghai, USC Econ/Math major '18, coffee & ocean lover",89
sethweidman,Seth Weidman,https://towardsdatascience.com/@sethweidman?source=collection_archive---------4-----------------------,"Became a data scientist to “use math to solve business problems”. Write about the intersection of business, machine learning (esp. deep learning), and software.",992
vedakonduru,Veda Konduru,https://towardsdatascience.com/@vedakonduru?source=collection_archive---------12-----------------------,AI Tech #Founder & #CEO @VectorScient. Applying AI to business outcomes is my passion and strength.,47
wolfgarbe,Wolf Garbe,https://towardsdatascience.com/@wolfgarbe?source=collection_archive---------0-----------------------,,0
edenspiekermann,Edenspiekermann,https://towardsdatascience.com/@edenspiekermann?source=collection_archive---------6-----------------------,,0
mdoliya,Armin Oliya,https://towardsdatascience.com/@mdoliya?source=collection_archive---------8-----------------------,Let’s make a difference.,85
adityalahiri13,Aditya Lahiri,https://towardsdatascience.com/@adityalahiri13?source=collection_archive---------4-----------------------," Research Intern at Machine Learning And Optimization Group @American Express,AI Labs",212
gk_,gk_,https://towardsdatascience.com/@gk_?source=collection_archive---------5-----------------------,"Philosopher, Entrepreneur, Investor",3400
ansertechgeek,Muhammad Anser,https://towardsdatascience.com/@ansertechgeek?source=collection_archive---------6-----------------------,"Software engineer, writer, speaker and a tech geek who loves to write technology.",185
blanghinrichs,Ben Langhinrichs,https://towardsdatascience.com/@blanghinrichs?source=collection_archive---------9-----------------------,"President of Genii Software, author, artist wannabe. Interested in data, critical thinking and creativity. ",351
timstock,Tim Stock,https://towardsdatascience.com/@timstock?source=collection_archive---------10-----------------------,,0
vijini,Vijini Mallawaarachchi,https://towardsdatascience.com/@vijini?source=collection_archive---------0-----------------------,,0
eliorcohen,Elior Cohen,https://towardsdatascience.com/@eliorcohen?source=collection_archive---------1-----------------------,"Data scientist, Pythonista",1000
ManishChablani,Manish Chablani,https://towardsdatascience.com/@ManishChablani?source=collection_archive---------2-----------------------,"Head of AI @EightSleep , Marathoner. (Past: AI in healthcare @curaiHQ , DL for self driving cars @cruise , ML @Uber , Early engineer @MicrosoftAzure cloud",1600
jmhernandezlobato,José Miguel Hernández Lobato,https://towardsdatascience.com/@jmhernandezlobato?source=collection_archive---------3-----------------------,"University Lecturer (US Assistant Professor) in Machine Learning at the University of Cambridge, UK.",218
markschindler,Mark Schindler,https://towardsdatascience.com/@markschindler?source=collection_archive---------4-----------------------,"PM @ Fountain. Formerly on the data side of things, now joining the two.",37
cdeweyx,Conor Dewey,https://towardsdatascience.com/@cdeweyx?source=collection_archive---------5-----------------------,,0
chiragmahapatra,Chirag Mahapatra,https://towardsdatascience.com/@chiragmahapatra?source=collection_archive---------6-----------------------,,174
mikedrizzo,Mike Rizzo,https://towardsdatascience.com/@mikedrizzo?source=collection_archive---------8-----------------------,,0
andreistephens,Andrei Stephens,https://towardsdatascience.com/@andreistephens?source=collection_archive---------9-----------------------,"Product manager, information enthusiast. @OxfordSBS MBA, @Reed_College_ economics. New York, formerly PDX, Detroit, Oxford.",118
franksup2,François Marceau,https://towardsdatascience.com/@franksup2?source=collection_archive---------0-----------------------,"Software developer passionate about AI, IoT, startups and cars",142
t.filaire,Thomas Filaire,https://towardsdatascience.com/@t.filaire?source=collection_archive---------1-----------------------,Data & ML enthusiast,182
justinsvegliato,Justin Svegliato,https://towardsdatascience.com/@justinsvegliato?source=collection_archive---------6-----------------------,PhD Candidate at UMass Amherst. I build autonomous systems that reason and learn.,108
elishaterada,Elisha Terada,https://towardsdatascience.com/@elishaterada?source=collection_archive---------7-----------------------,Digital Consultant / Software Engineer. Find me on Twitter @elishaterada,39
